"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.398420000E0,-7.670648804E0,-9.713450775E0,8.122708740E0,1.480433640E1
1.408486000E0,-1.036444702E1,-1.014455429E1,9.911788330E0,1.756636820E1
1.418552000E0,-1.611189514E1,-8.462651825E0,4.662504272E0,1.878692596E1
1.428617000E0,-1.744532227E1,-3.401526489E0,-9.028475189E0,1.993547129E1
1.438683000E0,-1.566986435E1,-4.107458496E-1,-1.234946915E1,1.995551926E1
1.448749000E0,-1.049587372E1,7.283853149E-1,-8.020171967E0,1.322940167E1
1.458815000E0,-7.260950775E0,-1.835632782E0,-6.060896301E0,9.634594846E0
1.468881000E0,-7.379803619E0,-6.106401672E0,-5.031486969E0,1.081968132E1
1.478947000E0,-7.276668091E0,-6.943011932E0,-1.900747375E0,1.023563158E1
1.489013000E0,-7.209308167E0,-7.518864441E0,-1.255738678E0,1.049210781E1
1.499079000E0,-7.091353455E0,-7.084467773E0,-4.942721558E-1,1.003599932E1
1.509145000E0,-6.183940430E0,-6.773264923E0,2.642005920E-1,9.175404019E0
1.519211000E0,-5.529651031E0,-7.069798279E0,1.368154907E-1,8.976514174E0
1.529276000E0,-5.894143066E0,-7.905959473E0,1.556912384E0,9.983440982E0
1.539342000E0,-6.091283112E0,-9.251361694E0,3.332819366E0,1.156715644E1
1.549408000E0,-6.103407898E0,-1.065514252E1,3.277733917E0,1.270933474E1
1.559474000E0,-6.396348724E0,-1.106648712E1,1.590143280E0,1.288056559E1
1.569539917E0,-6.509064331E0,-9.488169250E0,-1.754651184E0,1.163924718E1
1.579605917E0,-6.629264374E0,-6.295458527E0,-4.325554962E0,1.011387018E1
1.589671917E0,-7.290140076E0,-3.121309204E0,-6.874753876E0,1.049528248E1
1.599737917E0,-8.731193390E0,-8.146060181E-1,-8.012986908E0,1.187877435E1
1.609803917E0,-9.010213165E0,-4.041595459E-2,-6.709347839E0,1.123391842E1
1.619869917E0,-7.695796509E0,-1.258283386E0,-5.188360748E0,9.366303873E0
1.629934917E0,-6.570885773E0,-2.938389587E0,-3.136727142E0,7.851734227E0
1.640000917E0,-8.801696777E0,-4.358935547E0,5.801934814E-1,9.839045164E0
1.650066917E0,-1.281200729E1,-5.902226257E0,4.369413757E0,1.476738238E1
1.660132917E0,-8.270002441E0,-3.726500702E0,-7.241790619E0,1.160703576E1
1.670198917E0,-1.059885956E1,1.677262115E0,-4.701273651E0,1.171541745E1
1.680264917E0,-1.207508972E1,1.009201355E0,-5.247637482E0,1.320469531E1
1.690330917E0,-1.124162292E1,-4.300556946E-1,-6.766079865E0,1.312779001E1
1.700396917E0,-9.563462677E0,-1.537752228E0,-5.647456055E0,1.121241545E1
1.710462917E0,-9.057514801E0,-3.407064972E0,-4.876110077E0,1.083619470E1
1.720528917E0,-1.022942780E1,-4.642595673E0,-2.955304413E0,1.161588188E1
1.730593917E0,-1.180550034E1,-4.241280212E0,-1.772613831E0,1.266887745E1
1.740659917E0,-1.220127731E1,-2.735561371E0,7.963439941E-2,1.250443144E1
1.750725917E0,-1.108340195E1,-2.267335052E0,3.336860962E0,1.179479750E1
1.760791917E0,-1.494851440E1,-5.126988373E0,5.382806396E-1,1.581245834E1
1.770857917E0,-1.445678696E1,-4.599934387E0,-1.008901978E0,1.520447200E1
1.780923917E0,-1.255948242E1,-4.324507141E-1,8.707392883E-1,1.259705518E1
