"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.283180416E-1,-5.967939606E0,-8.074209595E-1,3.766168213E-1,6.034075901E0
8.383850416E-1,-6.338718567E0,-1.553319855E0,3.418890381E-1,6.535215663E0
8.484530416E-1,-7.083120575E0,-2.141746216E0,5.047503662E-1,7.417037607E0
8.585200416E-1,-7.432643738E0,-2.725083160E0,3.176394653E-1,7.922825632E0
8.685870416E-1,-7.569758606E0,-3.194806366E0,-2.814147949E-2,8.216375418E0
8.786540416E-1,-7.645501099E0,-3.429069214E0,-2.549198914E-1,8.383148983E0
8.887210417E-1,-7.878566437E0,-3.556154938E0,-5.554948425E-1,8.661790898E0
8.987880417E-1,-8.415948944E0,-3.935166779E0,-8.144563293E-1,9.326149973E0
9.088550417E-1,-9.333840179E0,-4.688699799E0,-1.189127197E0,1.051277802E1
9.189220417E-1,-1.044497955E1,-5.807922363E0,-1.931283875E0,1.210617270E1
9.289890417E-1,-1.109926895E1,-6.757248230E0,-2.510429535E0,1.323466778E1
9.390560417E-1,-1.116782639E1,-7.311096497E0,-2.594853973E0,1.359800520E1
9.491230416E-1,-1.101274887E1,-7.927664337E0,-2.639311523E0,1.382369216E1
9.591900416E-1,-1.136346954E1,-8.686885529E0,-2.896327057E0,1.459380453E1
9.692580416E-1,-1.188483536E1,-9.521250458E0,-2.984044647E0,1.551799099E1
9.793250416E-1,-1.231309479E1,-1.023152344E1,-2.896776123E0,1.626922515E1
9.893920416E-1,-1.264076340E1,-1.075393707E1,-2.667453003E0,1.680926433E1
9.994590416E-1,-1.291649002E1,-1.104388412E1,-2.153421936E0,1.713009974E1
1.009526042E0,-1.290002426E1,-1.078761703E1,-1.522483978E0,1.688494195E1
1.019593042E0,-1.312246170E1,-1.032702484E1,-1.160686340E0,1.673898551E1
1.029660042E0,-1.364667160E1,-9.811496887E0,-1.028660889E0,1.683909915E1
1.039727042E0,-1.417028275E1,-9.377698975E0,-1.029259644E0,1.702344050E1
1.049794042E0,-1.448492844E1,-8.960217133E0,-1.204545135E0,1.707482275E1
1.059861042E0,-1.459450058E1,-8.434959412E0,-1.381028137E0,1.691316724E1
1.069928042E0,-1.452489532E1,-7.865842896E0,-1.565744019E0,1.659203493E1
1.079995042E0,-1.436023773E1,-7.442074127E0,-1.857187958E0,1.628035756E1
1.090063042E0,-1.403735916E1,-7.082821198E0,-2.242187347E0,1.588210353E1
1.100130042E0,-1.347961899E1,-6.744524689E0,-2.723586273E0,1.531687512E1
1.110197042E0,-1.283461029E1,-6.394552460E0,-3.138673096E0,1.467885524E1
1.120264042E0,-1.225366837E1,-6.168073425E0,-3.425776062E0,1.413978288E1
1.130331042E0,-1.160177399E1,-5.749843140E0,-3.603306885E0,1.344044926E1
